antecedents,consequents,support,confidence,lift
"DOLLY GIRL LUNCH BOX,PAPER CRAFT , LITTLE BIRDIE",RED  HARMONICA IN BOX,0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
DOLLY GIRL LUNCH BOX,"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.5,5.0
VICTORIAN GLASS HANGING T-LIGHT,"DOLLY GIRL LUNCH BOX,MINI PAINT SET VINTAGE",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,MINI PAINT SET VINTAGE",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
RED  HARMONICA IN BOX,"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"ALARM CLOCK BAKELIKE GREEN,RED  HARMONICA IN BOX",0.1,1.0,10.0
ALARM CLOCK BAKELIKE GREEN,"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.25,2.5
"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,RED  HARMONICA IN BOX",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",RED  HARMONICA IN BOX,0.1,1.0,10.0
RED  HARMONICA IN BOX,"ASSORTED COLOUR BIRD ORNAMENT,DOLLY GIRL LUNCH BOX",0.1,1.0,10.0
DOLLY GIRL LUNCH BOX,"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",0.1,0.5,5.0
ASSORTED COLOUR BIRD ORNAMENT,"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX",0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
"ASSORTED COLOUR BIRD ORNAMENT,DOLLY GIRL LUNCH BOX",RED  HARMONICA IN BOX,0.1,1.0,10.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",0.1,1.0,10.0
ALARM CLOCK BAKELIKE GREEN,"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.25,2.5
MINI PAINT SET VINTAGE,"ALARM CLOCK BAKELIKE GREEN,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,WORLD WAR 2 GLIDERS ASSTD DESIGNS",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
ALARM CLOCK BAKELIKE PINK,"ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED",0.3,0.75,2.5
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK",0.3,0.6,2.0
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED",0.3,0.75,1.875
"ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED",ALARM CLOCK BAKELIKE GREEN,0.3,0.75,1.875
"ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE PINK",ALARM CLOCK BAKELIKE RED,0.3,1.0,2.0
"ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED",ALARM CLOCK BAKELIKE PINK,0.3,1.0,2.5
"PAPER CRAFT , LITTLE BIRDIE","ALARM CLOCK BAKELIKE GREEN,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.2,2.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"ALARM CLOCK BAKELIKE GREEN,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
ALARM CLOCK BAKELIKE GREEN,"PAPER CRAFT , LITTLE BIRDIE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.25,2.5
"PAPER CRAFT , LITTLE BIRDIE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,PAPER CRAFT , LITTLE BIRDIE",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,WORLD WAR 2 GLIDERS ASSTD DESIGNS","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
RED  HARMONICA IN BOX,"ASSORTED COLOUR BIRD ORNAMENT,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",0.1,1.0,10.0
ASSORTED COLOUR BIRD ORNAMENT,"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,VICTORIAN GLASS HANGING T-LIGHT",RED  HARMONICA IN BOX,0.1,1.0,10.0
RED  HARMONICA IN BOX,"ASSORTED COLOUR BIRD ORNAMENT,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE","ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",0.1,0.2,2.0
ASSORTED COLOUR BIRD ORNAMENT,"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
"ASSORTED COLOUR BIRD ORNAMENT,PAPER CRAFT , LITTLE BIRDIE",RED  HARMONICA IN BOX,0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",0.1,1.0,10.0
ALARM CLOCK BAKELIKE GREEN,"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.25,2.5
MINI PAINT SET VINTAGE,"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE","ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",0.1,0.2,2.0
ALARM CLOCK BAKELIKE GREEN,"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",0.1,0.25,2.5
MINI PAINT SET VINTAGE,"ALARM CLOCK BAKELIKE GREEN,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,PAPER CRAFT , LITTLE BIRDIE",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
DOLLY GIRL LUNCH BOX,"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.5,5.0
VICTORIAN GLASS HANGING T-LIGHT,"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",0.1,1.0,10.0
ALARM CLOCK BAKELIKE GREEN,"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.25,2.5
"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
"PAPER CRAFT , LITTLE BIRDIE","ASSORTED COLOUR BIRD ORNAMENT,MINI PAINT SET VINTAGE",0.1,0.2,2.0
ASSORTED COLOUR BIRD ORNAMENT,"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"ASSORTED COLOUR BIRD ORNAMENT,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,PAPER CRAFT , LITTLE BIRDIE",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,MINI PAINT SET VINTAGE","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
"PAPER CRAFT , LITTLE BIRDIE","MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.2,2.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"PAPER CRAFT , LITTLE BIRDIE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
ALARM CLOCK BAKELIKE PINK,"ALARM CLOCK BAKELIKE RED,GARDENERS KNEELING PAD CUP OF TEA",0.1,0.25,2.5
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE PINK,GARDENERS KNEELING PAD CUP OF TEA",0.1,0.2,2.0
GARDENERS KNEELING PAD CUP OF TEA,"ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED",0.1,1.0,2.5
"ALARM CLOCK BAKELIKE PINK,ALARM CLOCK BAKELIKE RED",GARDENERS KNEELING PAD CUP OF TEA,0.1,0.25,2.5
"ALARM CLOCK BAKELIKE PINK,GARDENERS KNEELING PAD CUP OF TEA",ALARM CLOCK BAKELIKE RED,0.1,1.0,2.0
"ALARM CLOCK BAKELIKE RED,GARDENERS KNEELING PAD CUP OF TEA",ALARM CLOCK BAKELIKE PINK,0.1,1.0,2.5
RED  HARMONICA IN BOX,"ASSORTED COLOUR BIRD ORNAMENT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",0.1,1.0,10.0
ASSORTED COLOUR BIRD ORNAMENT,"RED  HARMONICA IN BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"RED  HARMONICA IN BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,RED  HARMONICA IN BOX",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",RED  HARMONICA IN BOX,0.1,1.0,10.0
DOLLY GIRL LUNCH BOX,"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",0.1,0.5,5.0
ALARM CLOCK BAKELIKE GREEN,"DOLLY GIRL LUNCH BOX,MINI PAINT SET VINTAGE",0.1,0.25,2.5
MINI PAINT SET VINTAGE,"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,MINI PAINT SET VINTAGE",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,MINI PAINT SET VINTAGE",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
DOLLY GIRL LUNCH BOX,"ALARM CLOCK BAKELIKE GREEN,ASSORTED COLOUR BIRD ORNAMENT",0.1,0.5,5.0
ALARM CLOCK BAKELIKE GREEN,"ASSORTED COLOUR BIRD ORNAMENT,DOLLY GIRL LUNCH BOX",0.1,0.25,2.5
ASSORTED COLOUR BIRD ORNAMENT,"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",0.1,1.0,10.0
"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,DOLLY GIRL LUNCH BOX",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,ASSORTED COLOUR BIRD ORNAMENT",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"MINI PAINT SET VINTAGE,RED  HARMONICA IN BOX",0.1,1.0,10.0
RED  HARMONICA IN BOX,"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"RED  HARMONICA IN BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"RED  HARMONICA IN BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",RED  HARMONICA IN BOX,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,RED  HARMONICA IN BOX",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"RED  HARMONICA IN BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
RED  HARMONICA IN BOX,"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",RED  HARMONICA IN BOX,0.1,1.0,10.0
"RED  HARMONICA IN BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"ASSORTED COLOUR BIRD ORNAMENT,MINI PAINT SET VINTAGE",0.1,1.0,10.0
ASSORTED COLOUR BIRD ORNAMENT,"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"ASSORTED COLOUR BIRD ORNAMENT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,MINI PAINT SET VINTAGE",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
RED  HARMONICA IN BOX,"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",0.1,1.0,10.0
DOLLY GIRL LUNCH BOX,"ALARM CLOCK BAKELIKE GREEN,RED  HARMONICA IN BOX",0.1,0.5,5.0
ALARM CLOCK BAKELIKE GREEN,"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX",0.1,0.25,2.5
"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,RED  HARMONICA IN BOX",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
"ALARM CLOCK BAKELIKE GREEN,DOLLY GIRL LUNCH BOX",RED  HARMONICA IN BOX,0.1,1.0,10.0
ALARM CLOCK BAKELIKE RED,"ALARM CLOCK BAKELIKE GREEN,GARDENERS KNEELING PAD CUP OF TEA",0.1,0.2,2.0
ALARM CLOCK BAKELIKE GREEN,"ALARM CLOCK BAKELIKE RED,GARDENERS KNEELING PAD CUP OF TEA",0.1,0.25,2.5
GARDENERS KNEELING PAD CUP OF TEA,"ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED",0.1,1.0,3.3333
"ALARM CLOCK BAKELIKE GREEN,ALARM CLOCK BAKELIKE RED",GARDENERS KNEELING PAD CUP OF TEA,0.1,0.3333,3.3333
"ALARM CLOCK BAKELIKE RED,GARDENERS KNEELING PAD CUP OF TEA",ALARM CLOCK BAKELIKE GREEN,0.1,1.0,2.5
"ALARM CLOCK BAKELIKE GREEN,GARDENERS KNEELING PAD CUP OF TEA",ALARM CLOCK BAKELIKE RED,0.1,1.0,2.0
DOLLY GIRL LUNCH BOX,"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.5,5.0
VICTORIAN GLASS HANGING T-LIGHT,"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX",0.1,1.0,10.0
RED  HARMONICA IN BOX,"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",RED  HARMONICA IN BOX,0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,RED  HARMONICA IN BOX",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
"PAPER CRAFT , LITTLE BIRDIE","MINI PAINT SET VINTAGE,RED  HARMONICA IN BOX",0.1,0.2,2.0
RED  HARMONICA IN BOX,"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",RED  HARMONICA IN BOX,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,RED  HARMONICA IN BOX","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"PAPER CRAFT , LITTLE BIRDIE,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE","VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.2,2.0
VICTORIAN GLASS HANGING T-LIGHT,"PAPER CRAFT , LITTLE BIRDIE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
"PAPER CRAFT , LITTLE BIRDIE,VICTORIAN GLASS HANGING T-LIGHT",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,WORLD WAR 2 GLIDERS ASSTD DESIGNS",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"ASSORTED COLOUR BIRD ORNAMENT,MINI PAINT SET VINTAGE",0.1,1.0,10.0
ASSORTED COLOUR BIRD ORNAMENT,"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"ASSORTED COLOUR BIRD ORNAMENT,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,VICTORIAN GLASS HANGING T-LIGHT",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",ASSORTED COLOUR BIRD ORNAMENT,0.1,1.0,10.0
"ASSORTED COLOUR BIRD ORNAMENT,MINI PAINT SET VINTAGE",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE","RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.2,2.0
VICTORIAN GLASS HANGING T-LIGHT,"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",0.1,1.0,10.0
RED  HARMONICA IN BOX,"PAPER CRAFT , LITTLE BIRDIE,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,VICTORIAN GLASS HANGING T-LIGHT",RED  HARMONICA IN BOX,0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,RED  HARMONICA IN BOX",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"RED  HARMONICA IN BOX,VICTORIAN GLASS HANGING T-LIGHT","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
DOLLY GIRL LUNCH BOX,"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.5,5.0
VICTORIAN GLASS HANGING T-LIGHT,"DOLLY GIRL LUNCH BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
"DOLLY GIRL LUNCH BOX,WORLD WAR 2 GLIDERS ASSTD DESIGNS",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",DOLLY GIRL LUNCH BOX,0.1,1.0,5.0
"DOLLY GIRL LUNCH BOX,VICTORIAN GLASS HANGING T-LIGHT",WORLD WAR 2 GLIDERS ASSTD DESIGNS,0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE","MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT",0.1,0.2,2.0
VICTORIAN GLASS HANGING T-LIGHT,"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,10.0
MINI PAINT SET VINTAGE,"PAPER CRAFT , LITTLE BIRDIE,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
"PAPER CRAFT , LITTLE BIRDIE,VICTORIAN GLASS HANGING T-LIGHT",MINI PAINT SET VINTAGE,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,PAPER CRAFT , LITTLE BIRDIE",VICTORIAN GLASS HANGING T-LIGHT,0.1,1.0,10.0
"MINI PAINT SET VINTAGE,VICTORIAN GLASS HANGING T-LIGHT","PAPER CRAFT , LITTLE BIRDIE",0.1,1.0,2.0
WORLD WAR 2 GLIDERS ASSTD DESIGNS,"ALARM CLOCK BAKELIKE GREEN,VICTORIAN GLASS HANGING T-LIGHT",0.1,1.0,10.0
VICTORIAN GLASS HANGING T-LIGHT,"ALARM CLOCK BAKELIKE GREEN,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,1.0,10.0
ALARM CLOCK BAKELIKE GREEN,"VICTORIAN GLASS HANGING T-LIGHT,WORLD WAR 2 GLIDERS ASSTD DESIGNS",0.1,0.25,2.5
